"filename", "language", "JavaScript", "Solidity", "TypeScript", "JavaScript React", "Markdown", "JSON", "Rust", "JSON with Comments", "CSS", "TypeScript React", "XML", "SCSS", "Yul", "comment", "blank", "total"
"/Users/user/init/1day10k/2022/202301/0109-0116/0111/artifacts/ERC721.json", "JSON", 0, 0, 0, 0, 0, 8832, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8832
"/Users/user/init/1day10k/2022/202301/0109-0116/0111/artifacts/ERC721_metadata.json", "JSON", 0, 0, 0, 0, 0, 331, 0, 0, 0, 0, 0, 0, 0, 0, 0, 331
"/Users/user/init/1day10k/2022/202301/0109-0116/0111/artifacts/EnglishAuction.json", "JSON", 0, 0, 0, 0, 0, 6627, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6627
"/Users/user/init/1day10k/2022/202301/0109-0116/0111/artifacts/EnglishAuction_metadata.json", "JSON", 0, 0, 0, 0, 0, 281, 0, 0, 0, 0, 0, 0, 0, 0, 0, 281
"/Users/user/init/1day10k/2022/202301/0109-0116/0111/artifacts/Enum.json", "JSON", 0, 0, 0, 0, 0, 1175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1175
"/Users/user/init/1day10k/2022/202301/0109-0116/0111/artifacts/Enum_metadata.json", "JSON", 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99
"/Users/user/init/1day10k/2022/202301/0109-0116/0111/artifacts/GasGolf.json", "JSON", 0, 0, 0, 0, 0, 1849, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1849
"/Users/user/init/1day10k/2022/202301/0109-0116/0111/artifacts/GasGolf_metadata.json", "JSON", 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72
"/Users/user/init/1day10k/2022/202301/0109-0116/0111/artifacts/GuessTheMagicWord.json", "JSON", 0, 0, 0, 0, 0, 2864, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2864
"/Users/user/init/1day10k/2022/202301/0109-0116/0111/artifacts/GuessTheMagicWord_metadata.json", "JSON", 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78
"/Users/user/init/1day10k/2022/202301/0109-0116/0111/artifacts/HashFunction.json", "JSON", 0, 0, 0, 0, 0, 4400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4400
"/Users/user/init/1day10k/2022/202301/0109-0116/0111/artifacts/HashFunction_metadata.json", "JSON", 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99
"/Users/user/init/1day10k/2022/202301/0109-0116/0111/artifacts/IERC165.json", "JSON", 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76
"/Users/user/init/1day10k/2022/202301/0109-0116/0111/artifacts/IERC165_metadata.json", "JSON", 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65
"/Users/user/init/1day10k/2022/202301/0109-0116/0111/artifacts/IERC20.json", "JSON", 0, 0, 0, 0, 0, 245, 0, 0, 0, 0, 0, 0, 0, 0, 0, 245
"/Users/user/init/1day10k/2022/202301/0109-0116/0111/artifacts/IERC20_metadata.json", "JSON", 0, 0, 0, 0, 0, 229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 229
"/Users/user/init/1day10k/2022/202301/0109-0116/0111/artifacts/IERC721.json", "JSON", 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104
"/Users/user/init/1day10k/2022/202301/0109-0116/0111/artifacts/IERC721Receiver.json", "JSON", 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91
"/Users/user/init/1day10k/2022/202301/0109-0116/0111/artifacts/IERC721Receiver_metadata.json", "JSON", 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80
"/Users/user/init/1day10k/2022/202301/0109-0116/0111/artifacts/IERC721_metadata.json", "JSON", 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92
"/Users/user/init/1day10k/2022/202301/0109-0116/0111/artifacts/IUniswapV3Pool.json", "JSON", 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85
"/Users/user/init/1day10k/2022/202301/0109-0116/0111/artifacts/IUniswapV3Pool_metadata.json", "JSON", 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74
"/Users/user/init/1day10k/2022/202301/0109-0116/0111/artifacts/IWETH.json", "JSON", 0, 0, 0, 0, 0, 267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 267
"/Users/user/init/1day10k/2022/202301/0109-0116/0111/artifacts/IWETH_metadata.json", "JSON", 0, 0, 0, 0, 0, 249, 0, 0, 0, 0, 0, 0, 0, 0, 0, 249
"/Users/user/init/1day10k/2022/202301/0109-0116/0111/artifacts/Loop.json", "JSON", 0, 0, 0, 0, 0, 387, 0, 0, 0, 0, 0, 0, 0, 0, 0, 387
"/Users/user/init/1day10k/2022/202301/0109-0116/0111/artifacts/Loop_metadata.json", "JSON", 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53
"/Users/user/init/1day10k/2022/202301/0109-0116/0111/artifacts/Mapping.json", "JSON", 0, 0, 0, 0, 0, 1499, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1499
