"filename", "language", "Solidity", "comment", "blank", "total"
"/Users/user/init/10k1day/1028/2000/ValidateSPV.sol", "Solidity", 52, 3, 3, 58
"/Users/user/init/10k1day/1028/2100/TypedMemView.sol", "Solidity", 57, 14, 8, 79
"/Users/user/init/10k1day/1028/2200/ContractWallet.sol", "Solidity", 43, 8, 11, 62
"/Users/user/init/10k1day/1028/2200/Data.sol", "Solidity", 83, 13, 11, 107
"Total", "-", 235, 38, 33, 306
